a,23:33:13,2,49,0.0278,
b,23:33:14,2,100,0.1287,
c,23:33:15,1,53,0.0243,
d,23:33:17,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
e,23:33:19,3,0,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
f,23:33:20,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/cleffa.gif
g,23:33:20,2,63,0.05160000000000001,
h,23:33:22,2,34,0.0273,
i,23:33:24,2,37,0.0105,
j,23:33:28,2,46,0.024300000000000002,
