j,23:33:28,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pichu.gif
gwe,23:55:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/spearow.gif
wegio,00:03:00,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
be,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
ge,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pidgey.gif
aw,00:03:03,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/cleffa.gif
fwe,00:03:04,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
ga,00:03:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
gaq,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/nidoran.gif
ehr,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
a,00:11:58,1,20,0.0046,
b,00:12:04,1,21,0.006200000000000001,
c,00:12:05,1,29,0.0098,
d,00:12:05,1,7,0.0009000000000000001,
e,00:12:06,0,62,0.0342,
f,00:12:06,1,7,0.0,
g,00:12:07,1,7,0.0006000000000000001,
h,00:12:08,0,60,0.06880000000000001,
i,00:12:09,1,24,0.0067,
jk,00:12:16,1,1,0.0,
l,00:12:18,0,52,0.031,
m,00:12:19,1,23,0.0074,
n,00:12:23,1,5,0.00030000000000000003,
o,00:12:24,0,48,0.024300000000000002,
p,00:12:24,0,47,0.03,
q,00:12:25,1,0,0.0,
r,00:12:26,1,15,0.0016,
s,00:12:26,0,44,0.0253,
t,00:12:27,0,43,0.0352,
u,00:12:28,0,42,0.023700000000000002,
v,00:12:29,0,41,0.0246,
w,00:12:30,0,40,0.021300000000000003,
