j,23:33:28,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pichu.gif
gwe,23:55:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/spearow.gif
wegio,00:03:00,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
be,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
ge,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pidgey.gif
aw,00:03:03,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/cleffa.gif
fwe,00:03:04,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
ga,00:03:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
gaq,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/nidoran.gif
ehr,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
a,00:11:58,2,28,0.0055000000000000005,
b,00:12:04,2,37,0.013600000000000001,
c,00:12:05,2,24,0.009500000000000001,
d,00:12:05,2,38,0.0148,
e,00:12:06,1,56,0.024300000000000002,
f,00:12:06,2,31,0.014500000000000002,
g,00:12:07,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/elekid.gif
h,00:12:08,2,43,0.025800000000000003,
i,00:12:09,2,59,0.0352,
jk,00:12:16,1,71,0.0824,
l,00:12:18,1,29,0.007300000000000001,
m,00:12:19,2,50,0.0187,
n,00:12:23,2,16,0.0024000000000000002,
o,00:12:24,1,35,0.0148,
p,00:12:24,2,0,0.0,
q,00:12:25,2,42,0.0215,
r,00:12:26,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/squirtle.gif
s,00:12:26,2,6,0.0004,
t,00:12:27,2,10,0.001,
u,00:12:28,1,63,0.056900000000000006,
v,00:12:29,1,26,0.0103,
w,00:12:30,1,59,0.037500000000000006,
